NE-500  Syringe  pump  communication  established!
spSerial::  Sent_Cmd:  *RESET  ||      ||    Received:00A?R
spSerial::  Sent_Cmd:  DIA7.0  ||      ||    Received:00S
TC-36-25_RS232  Temperature  controller  communication  established!
Arduino  communication  established!   
Estimated  pre-scale:  3.24   
Final  pre-scale:  3   

Debug  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_debuglog_17031478.csv
Data  log  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_datalog_17031478.csv
Recipe  path:  D:\GitHub\workspace\A4_FreezeRay\20141126_M05_R03_E01_recipe.csv
arduinoSerial::  Sent_Cmd:  P  ||  Received:  P_255
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb2e6
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000000748b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb3e7
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000007188
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb5e9
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000007087
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb8ec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000007188
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb8ec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000007188
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb6ea
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000007087
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb9ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000007087
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb9ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006fbc
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb9ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006fbc
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006fbc
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006dba
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb9ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006cb9
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb9ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006bb8
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb7eb
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006bb8
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb8ec
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000000698f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000000698f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bb9ed
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006ab7
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006ab7
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bbb16
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006ab7
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bbb16
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000000698f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bbd18
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000000698f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bbe19
tcSerial::  Sent_Cmd:  000400000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000000698f
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bbd18
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000000688e
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:000000658b
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bbb16
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006389
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006288
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006187
tcSerial::  Sent_Cmd:  000300000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000006086
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000005fbb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bbc17
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:No  reply!
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000005fbb
tcSerial::  Sent_Cmd:  000300000000  ||    Received:fffffc18ca
tcSerial::  Sent_Cmd:  000600000000  ||    Received:00000bba15
tcSerial::  Sent_Cmd:  000400000000  ||    Received:000001ffed
tcSerial::  Sent_Cmd:  000500000000  ||    Received:0000000080
arduinoSerial::  Sent_Cmd:  Q  ||  Received:  Q_255:0:-30000
spSerial::  Sent_Cmd:  DIS  ||      ||    Received:00SI2000.W0.000UL
controller::  self.step:    |  2  |  Cool  to  Freeze  |  1h  |  Y  |  -10  |  100  |  0  |  1000  |  1900  |  N  |  Try  to  freeze  for  1hr
tcSerial::  Sent_Cmd:  000100000000  ||    Received:0000005fbb
